"Floor Space Completed, Accumulated(10000 sq.m)",Province,Date,Building Type,"Floor Space Sold, Accumulated(10000 sq.m)",Floor Space Completed (10000 sq.m),Floor Space Sold(10000 sq.m),Proportion
862.63,Fujian,2020/12,Commercialized Buildings Sold,6607.18,96.95,787.5,0.123111111
,Fujian,2021/01,Commercialized Buildings Sold,,,,
66.17,Fujian,2021/02,Commercialized Buildings Sold,720.32,,,
150.87,Fujian,2021/03,Commercialized Buildings Sold,1597.14,84.7,876.82,0.096599074
206.32,Fujian,2021/04,Commercialized Buildings Sold,2113.14,55.45,516,0.10746124
257.49,Fujian,2021/05,Commercialized Buildings Sold,2780.25,51.17,667.11,0.076703992
349.02,Fujian,2021/06,Commercialized Buildings Sold,3655.69,91.53,875.44,0.104553139
385.88,Fujian,2021/07,Commercialized Buildings Sold,4172.62,36.86,516.93,0.071305593
425.18,Fujian,2021/08,Commercialized Buildings Sold,4619.82,39.3,447.2,0.087880143
474.27,Fujian,2021/09,Commercialized Buildings Sold,5183.71,49.09,563.89,0.087055986
543.8,Fujian,2021/10,Commercialized Buildings Sold,5628.37,69.53,444.66,0.156366662
629.48,Fujian,2021/11,Commercialized Buildings Sold,6183.58,85.68,555.21,0.154319987
782.65,Fujian,2021/12,Commercialized Buildings Sold,6976.44,153.17,792.86,0.193186691
,Fujian,2022/01,Commercialized Buildings Sold,,,,
170.38,Fujian,2022/02,Commercialized Buildings Sold,777.97,,,
319.81,Fujian,2022/03,Commercialized Buildings Sold,1589.8,149.43,811.83,0.18406563
385.63,Fujian,2022/04,Commercialized Buildings Sold,2006.63,65.82,416.83,0.157906101
511.27,Fujian,2022/05,Commercialized Buildings Sold,2555.54,125.64,548.91,0.228889982
653.26,Fujian,2022/06,Commercialized Buildings Sold,3280.22,141.99,724.68,0.195934757
714.26,Fujian,2022/07,Commercialized Buildings Sold,3640.38,61,360.16,0.169369169
797.43,Fujian,2022/08,Commercialized Buildings Sold,4094.28,83.17,453.9,0.183234193
42.47,Fujian,2020/02,Commercialized Residential Buildings Sold,317.37,,,
94.97,Fujian,2020/03,Commercialized Residential Buildings Sold,730.31,52.5,412.94,0.127137114
134.95,Fujian,2020/04,Commercialized Residential Buildings Sold,1147.44,39.98,417.13,0.09584542
165.09,Fujian,2020/05,Commercialized Residential Buildings Sold,1622.3,30.14,474.86,0.063471339
211.16,Fujian,2020/06,Commercialized Residential Buildings Sold,2312.5,46.07,690.2,0.066748768
228.54,Fujian,2020/07,Commercialized Residential Buildings Sold,2714.46,17.38,401.96,0.043238133
251.48,Fujian,2020/08,Commercialized Residential Buildings Sold,3121.34,22.94,406.88,0.05638026
274.23,Fujian,2020/09,Commercialized Residential Buildings Sold,3677.52,22.75,556.18,0.040904024
315.05,Fujian,2020/10,Commercialized Residential Buildings Sold,4140.59,40.82,463.07,0.08815082
362.12,Fujian,2020/11,Commercialized Residential Buildings Sold,4609.97,47.07,469.38,0.100281222
413.37,Fujian,2020/12,Commercialized Residential Buildings Sold,5210.03,51.25,600.06,0.085408126
,Fujian,2021/01,Commercialized Residential Buildings Sold,,,,
44.03,Fujian,2021/02,Commercialized Residential Buildings Sold,624.87,,,
97.63,Fujian,2021/03,Commercialized Residential Buildings Sold,1367.1,53.6,742.23,0.072214812
130.18,Fujian,2021/04,Commercialized Residential Buildings Sold,1803.36,32.55,436.26,0.07461147
158.86,Fujian,2021/05,Commercialized Residential Buildings Sold,2354.81,28.68,551.45,0.052008342
204.25,Fujian,2021/06,Commercialized Residential Buildings Sold,3031.16,45.39,676.35,0.067110224
223.77,Fujian,2021/07,Commercialized Residential Buildings Sold,3446,19.52,414.84,0.047054286
243.45,Fujian,2021/08,Commercialized Residential Buildings Sold,3809.19,19.68,363.19,0.054186514
266.51,Fujian,2021/09,Commercialized Residential Buildings Sold,4250.73,23.06,441.54,0.052226299
313.02,Fujian,2021/10,Commercialized Residential Buildings Sold,4613.24,46.51,362.51,0.128299909
351.78,Fujian,2021/11,Commercialized Residential Buildings Sold,5030.71,38.76,417.47,0.092844995
433.28,Fujian,2021/12,Commercialized Residential Buildings Sold,5597.61,81.5,566.9,0.143764332
,Fujian,2022/01,Commercialized Residential Buildings Sold,,,,
93.08,Fujian,2022/02,Commercialized Residential Buildings Sold,571.16,,,
180.21,Fujian,2022/03,Commercialized Residential Buildings Sold,1218,87.13,646.84,0.134701008
212.48,Fujian,2022/04,Commercialized Residential Buildings Sold,1528.44,32.27,310.44,0.103949233
273,Fujian,2022/05,Commercialized Residential Buildings Sold,1924.32,60.52,395.88,0.152874608
343.12,Fujian,2022/06,Commercialized Residential Buildings Sold,2429.67,70.12,505.35,0.138755318
367.44,Fujian,2022/07,Commercialized Residential Buildings Sold,2676.56,24.32,246.89,0.098505407
418.67,Fujian,2022/08,Commercialized Residential Buildings Sold,2980.76,51.23,304.2,0.168408941
6.53,Gansu,2020/02,Commercialized Buildings Sold,51.65,,,
27.27,Gansu,2020/03,Commercialized Buildings Sold,168.39,20.74,116.74,0.177659757
41.47,Gansu,2020/04,Commercialized Buildings Sold,305.74,14.2,137.35,0.103385511
50.95,Gansu,2020/05,Commercialized Buildings Sold,477.04,9.48,171.3,0.055341506
70.85,Gansu,2020/06,Commercialized Buildings Sold,693.29,19.9,216.25,0.092023121
85.66,Gansu,2020/07,Commercialized Buildings Sold,860.48,14.81,167.19,0.088581853
109.54,Gansu,2020/08,Commercialized Buildings Sold,1052.38,23.88,191.9,0.124439812
140.05,Gansu,2020/09,Commercialized Buildings Sold,1326.58,30.51,274.2,0.111269147
158.05,Gansu,2020/10,Commercialized Buildings Sold,1542.16,18,215.58,0.083495686
179.36,Gansu,2020/11,Commercialized Buildings Sold,1753.06,21.31,210.9,0.101043148
198.6,Gansu,2020/12,Commercialized Buildings Sold,1967.92,19.24,214.86,0.089546682
,Gansu,2021/01,Commercialized Buildings Sold,,,,
17.19,Gansu,2021/02,Commercialized Buildings Sold,143.19,,,
42.84,Gansu,2021/03,Commercialized Buildings Sold,351.4,25.65,208.21,0.12319293
60.71,Gansu,2021/04,Commercialized Buildings Sold,496.8,17.87,145.4,0.122902338
79.83,Gansu,2021/05,Commercialized Buildings Sold,680.64,19.12,183.84,0.104003481
122.1,Gansu,2021/06,Commercialized Buildings Sold,992.92,42.27,312.28,0.135359293
142.59,Gansu,2021/07,Commercialized Buildings Sold,1200.56,20.49,207.64,0.098680408
160.65,Gansu,2021/08,Commercialized Buildings Sold,1398.71,18.06,198.15,0.091143073
200.9,Gansu,2021/09,Commercialized Buildings Sold,1646.93,40.25,248.22,0.16215454
229.22,Gansu,2021/10,Commercialized Buildings Sold,1786.5,28.32,139.57,0.202908935
267.42,Gansu,2021/11,Commercialized Buildings Sold,2012.73,38.2,226.23,0.168854705
313.41,Gansu,2021/12,Commercialized Buildings Sold,2224.09,45.99,211.36,0.21759084
,Gansu,2022/01,Commercialized Buildings Sold,,,,
23.6,Gansu,2022/02,Commercialized Buildings Sold,157.26,,,
54.76,Gansu,2022/03,Commercialized Buildings Sold,313.73,31.16,156.47,0.199143606
62.2,Gansu,2022/04,Commercialized Buildings Sold,400.82,7.44,87.09,0.085428867
83.34,Gansu,2022/05,Commercialized Buildings Sold,543.33,21.14,142.51,0.148340467
126.31,Gansu,2022/06,Commercialized Buildings Sold,788.24,42.97,244.91,0.175452207
140.58,Gansu,2022/07,Commercialized Buildings Sold,872.91,14.27,84.67,0.168536672
155.49,Gansu,2022/08,Commercialized Buildings Sold,982.59,14.91,109.68,0.135940919
5.72,Gansu,2020/02,Commercialized Residential Buildings Sold,48.54,,,
24.97,Gansu,2020/03,Commercialized Residential Buildings Sold,161,19.25,112.46,0.171171972
37.31,Gansu,2020/04,Commercialized Residential Buildings Sold,294.22,12.34,133.22,0.092628734
44.94,Gansu,2020/05,Commercialized Residential Buildings Sold,457.69,7.63,163.47,0.046675231
63.3,Gansu,2020/06,Commercialized Residential Buildings Sold,666.77,18.36,209.08,0.087813277
76.92,Gansu,2020/07,Commercialized Residential Buildings Sold,824.99,13.62,158.22,0.08608267
97.58,Gansu,2020/08,Commercialized Residential Buildings Sold,1004.75,20.66,179.76,0.114931019
122.24,Gansu,2020/09,Commercialized Residential Buildings Sold,1259.57,24.66,254.82,0.096774194
138.05,Gansu,2020/10,Commercialized Residential Buildings Sold,1462.47,15.81,202.9,0.077920158
155.82,Gansu,2020/11,Commercialized Residential Buildings Sold,1663.83,17.77,201.36,0.088249901
169.37,Gansu,2020/12,Commercialized Residential Buildings Sold,1863.81,13.55,199.98,0.067756776
,Gansu,2021/01,Commercialized Residential Buildings Sold,,,,
16.87,Gansu,2021/02,Commercialized Residential Buildings Sold,138.39,,,
38.14,Gansu,2021/03,Commercialized Residential Buildings Sold,336.44,21.27,198.05,0.107397122
54.58,Gansu,2021/04,Commercialized Residential Buildings Sold,476.68,16.44,140.24,0.11722761
71.44,Gansu,2021/05,Commercialized Residential Buildings Sold,652.24,16.86,175.56,0.096035543
108.93,Gansu,2021/06,Commercialized Residential Buildings Sold,950.84,37.49,298.6,0.125552579
128.2,Gansu,2021/07,Commercialized Residential Buildings Sold,1151.38,19.27,200.54,0.096090556
145.68,Gansu,2021/08,Commercialized Residential Buildings Sold,1343.85,17.48,192.47,0.090819348
183.31,Gansu,2021/09,Commercialized Residential Buildings Sold,1581.57,37.63,237.72,0.158295474
209.85,Gansu,2021/10,Commercialized Residential Buildings Sold,1715.39,26.54,133.82,0.19832611
240.49,Gansu,2021/11,Commercialized Residential Buildings Sold,1922.06,30.64,206.67,0.148255673
281.08,Gansu,2021/12,Commercialized Residential Buildings Sold,2118.38,40.59,196.32,0.206754279
,Gansu,2022/01,Commercialized Residential Buildings Sold,,,,
21.93,Gansu,2022/02,Commercialized Residential Buildings Sold,151.21,,,
49.25,Gansu,2022/03,Commercialized Residential Buildings Sold,299.66,27.32,148.45,0.184035029
55.79,Gansu,2022/04,Commercialized Residential Buildings Sold,383.96,6.54,84.3,0.077580071
75.87,Gansu,2022/05,Commercialized Residential Buildings Sold,518.81,20.08,134.85,0.148906192
112.6,Gansu,2022/06,Commercialized Residential Buildings Sold,750.17,36.73,231.36,0.158756916
126,Gansu,2022/07,Commercialized Residential Buildings Sold,828.71,13.4,78.54,0.1706137
140.4,Gansu,2022/08,Commercialized Residential Buildings Sold,932.37,14.4,103.66,0.138915686
158.61,Guangdong,2020/02,Commercialized Buildings Sold,780.18,,,
321.07,Guangdong,2020/03,Commercialized Buildings Sold,1802.3,162.46,1022.12,0.158944155
490.01,Guangdong,2020/04,Commercialized Buildings Sold,2714.65,168.94,912.35,0.185170165
656.68,Guangdong,2020/05,Commercialized Buildings Sold,3800.54,166.67,1085.89,0.153487001
918.23,Guangdong,2020/06,Commercialized Buildings Sold,5262.42,261.55,1461.88,0.178913454
1124.7,Guangdong,2020/07,Commercialized Buildings Sold,6539.46,206.47,1277.04,0.161678569
1336.54,Guangdong,2020/08,Commercialized Buildings Sold,7845.77,211.84,1306.31,0.162166714
1615.35,Guangdong,2020/09,Commercialized Buildings Sold,9595.9,278.81,1750.13,0.159308166
1835.77,Guangdong,2020/10,Commercialized Buildings Sold,11149.47,220.42,1553.57,0.141879671
2111.41,Guangdong,2020/11,Commercialized Buildings Sold,12742.24,275.64,1592.77,0.173057001
2506.43,Guangdong,2020/12,Commercialized Buildings Sold,14908.25,395.02,2166.01,0.182372196
,Guangdong,2021/01,Commercialized Buildings Sold,,,,
329.52,Guangdong,2021/02,Commercialized Buildings Sold,1857.8,,,
542.68,Guangdong,2021/03,Commercialized Buildings Sold,3251.66,213.16,1393.86,0.152927841
730.28,Guangdong,2021/04,Commercialized Buildings Sold,4451.26,187.6,1199.6,0.156385462
925.06,Guangdong,2021/05,Commercialized Buildings Sold,5723.64,194.78,1272.38,0.153083198
1133.15,Guangdong,2021/06,Commercialized Buildings Sold,7078.76,208.09,1355.12,0.153558356
1316.46,Guangdong,2021/07,Commercialized Buildings Sold,8133.25,183.31,1054.49,0.17383759
1483.95,Guangdong,2021/08,Commercialized Buildings Sold,9062.02,167.49,928.77,0.180335282
1698.21,Guangdong,2021/09,Commercialized Buildings Sold,10232.45,214.26,1170.43,0.183060926
1885.44,Guangdong,2021/10,Commercialized Buildings Sold,11335.43,187.23,1102.98,0.169749225
2096.79,Guangdong,2021/11,Commercialized Buildings Sold,12518.69,211.35,1183.26,0.178616703
2363.05,Guangdong,2021/12,Commercialized Buildings Sold,14011.26,266.26,1492.57,0.178390293
,Guangdong,2022/01,Commercialized Buildings Sold,,,,
279.75,Guangdong,2022/02,Commercialized Buildings Sold,1339.69,,,
488.86,Guangdong,2022/03,Commercialized Buildings Sold,2389.79,209.11,1050.1,0.199133416
658.24,Guangdong,2022/04,Commercialized Buildings Sold,3130.17,169.38,740.38,0.228774413
824.1,Guangdong,2022/05,Commercialized Buildings Sold,4055.71,165.86,925.54,0.179203492
1120.82,Guangdong,2022/06,Commercialized Buildings Sold,5289.03,296.72,1233.32,0.240586385
1267.19,Guangdong,2022/07,Commercialized Buildings Sold,6040.21,146.37,751.18,0.194853431
1467.24,Guangdong,2022/08,Commercialized Buildings Sold,6844.32,200.05,804.11,0.24878437
108.98,Guangdong,2020/02,Commercialized Residential Buildings Sold,682.9,,,
221.07,Guangdong,2020/03,Commercialized Residential Buildings Sold,1583.4,112.09,900.5,0.124475292
332.7,Guangdong,2020/04,Commercialized Residential Buildings Sold,2390.62,111.63,807.22,0.138289438
448.05,Guangdong,2020/05,Commercialized Residential Buildings Sold,3341.91,115.35,951.29,0.121256399
603.46,Guangdong,2020/06,Commercialized Residential Buildings Sold,4582.87,155.41,1240.96,0.12523369
754.2,Guangdong,2020/07,Commercialized Residential Buildings Sold,5735.97,150.74,1153.1,0.130725869
903.8,Guangdong,2020/08,Commercialized Residential Buildings Sold,6887.22,149.6,1151.25,0.129945711
1094.44,Guangdong,2020/09,Commercialized Residential Buildings Sold,8428.48,190.64,1541.26,0.123691006
1228.57,Guangdong,2020/10,Commercialized Residential Buildings Sold,9775.37,134.13,1346.89,0.09958497
1396.32,Guangdong,2020/11,Commercialized Residential Buildings Sold,11111.5,167.75,1336.13,0.125549161
1625.64,Guangdong,2020/12,Commercialized Residential Buildings Sold,12930.66,229.32,1819.16,0.126058181
,Guangdong,2021/01,Commercialized Residential Buildings Sold,,,,
239.23,Guangdong,2021/02,Commercialized Residential Buildings Sold,1646.59,,,
382.39,Guangdong,2021/03,Commercialized Residential Buildings Sold,2880.91,143.16,1234.32,0.115982889
500.76,Guangdong,2021/04,Commercialized Residential Buildings Sold,3909.88,118.37,1028.97,0.115037367
638.05,Guangdong,2021/05,Commercialized Residential Buildings Sold,5027.77,137.29,1117.89,0.122811726
760.02,Guangdong,2021/06,Commercialized Residential Buildings Sold,6172.75,121.97,1144.98,0.106525878
876.59,Guangdong,2021/07,Commercialized Residential Buildings Sold,7060.11,116.57,887.36,0.131367202
971.79,Guangdong,2021/08,Commercialized Residential Buildings Sold,7812.47,95.2,752.36,0.126535169
1109.86,Guangdong,2021/09,Commercialized Residential Buildings Sold,8789.96,138.07,977.49,0.141249527
1231.36,Guangdong,2021/10,Commercialized Residential Buildings Sold,9719.85,121.5,929.89,0.130660616
1353.19,Guangdong,2021/11,Commercialized Residential Buildings Sold,10682.2,121.83,962.35,0.126596353
1496.09,Guangdong,2021/12,Commercialized Residential Buildings Sold,11826.26,142.9,1144.06,0.124906036
,Guangdong,2022/01,Commercialized Residential Buildings Sold,,,,
176.29,Guangdong,2022/02,Commercialized Residential Buildings Sold,1135.04,,,
290.83,Guangdong,2022/03,Commercialized Residential Buildings Sold,1961.55,114.54,826.51,0.138582715
407.61,Guangdong,2022/04,Commercialized Residential Buildings Sold,2578.4,116.78,616.85,0.18931669
503.92,Guangdong,2022/05,Commercialized Residential Buildings Sold,3338.57,96.31,760.17,0.126695344
705.87,Guangdong,2022/06,Commercialized Residential Buildings Sold,4321.53,201.95,982.96,0.205450883
791.77,Guangdong,2022/07,Commercialized Residential Buildings Sold,4946.53,85.9,625,0.13744
914.1,Guangdong,2022/08,Commercialized Residential Buildings Sold,5602.84,122.33,656.31,0.186390578
46.33,Guangxi,2020/02,Commercialized Buildings Sold,396.29,,,
99.13,Guangxi,2020/03,Commercialized Buildings Sold,991.41,52.8,595.12,0.088721602
124.33,Guangxi,2020/04,Commercialized Buildings Sold,1480.17,25.2,488.76,0.051559047
157.43,Guangxi,2020/05,Commercialized Buildings Sold,2022.41,33.1,542.24,0.061043081
217.43,Guangxi,2020/06,Commercialized Buildings Sold,2854.34,60,831.93,0.072121453
244.26,Guangxi,2020/07,Commercialized Buildings Sold,3272.27,26.83,417.93,0.064197354
277.05,Guangxi,2020/08,Commercialized Buildings Sold,3719.05,32.79,446.78,0.073391826
346.27,Guangxi,2020/09,Commercialized Buildings Sold,4336.4,69.22,617.35,0.112124403
394.7,Guangxi,2020/10,Commercialized Buildings Sold,4940.94,48.43,604.54,0.080110497
459.5,Guangxi,2020/11,Commercialized Buildings Sold,5581.12,64.8,640.18,0.101221531
577.07,Guangxi,2020/12,Commercialized Buildings Sold,6729.02,117.57,1147.9,0.102421814
,Guangxi,2021/01,Commercialized Buildings Sold,,,,
51.26,Guangxi,2021/02,Commercialized Buildings Sold,603.13,,,
122.32,Guangxi,2021/03,Commercialized Buildings Sold,1288.41,71.06,685.28,0.10369484
148.07,Guangxi,2021/04,Commercialized Buildings Sold,1723.38,25.75,434.97,0.059199485
203.61,Guangxi,2021/05,Commercialized Buildings Sold,2303.49,55.54,580.11,0.095740463
295.06,Guangxi,2021/06,Commercialized Buildings Sold,3166.01,91.45,862.52,0.106026527
319.29,Guangxi,2021/07,Commercialized Buildings Sold,3495.03,24.23,329.02,0.07364294
347.71,Guangxi,2021/08,Commercialized Buildings Sold,3847.49,28.42,352.46,0.080633263
435.74,Guangxi,2021/09,Commercialized Buildings Sold,4490.71,88.03,643.22,0.136858307
482.74,Guangxi,2021/10,Commercialized Buildings Sold,4918.4,47,427.69,0.109892679
529.41,Guangxi,2021/11,Commercialized Buildings Sold,5369.63,46.67,451.23,0.103428407
628.48,Guangxi,2021/12,Commercialized Buildings Sold,6178.26,99.07,808.63,0.12251586
,Guangxi,2022/01,Commercialized Buildings Sold,,,,
76.32,Guangxi,2022/02,Commercialized Buildings Sold,607.05,,,
156.15,Guangxi,2022/03,Commercialized Buildings Sold,1144.01,79.83,536.96,0.148670292
220.9,Guangxi,2022/04,Commercialized Buildings Sold,1464.46,64.75,320.45,0.202059604
306.38,Guangxi,2022/05,Commercialized Buildings Sold,1953.35,85.48,488.89,0.174845057
501.99,Guangxi,2022/06,Commercialized Buildings Sold,2699.29,195.61,745.94,0.262232887
527.3,Guangxi,2022/07,Commercialized Buildings Sold,2880.13,25.31,180.84,0.139957974
555.01,Guangxi,2022/08,Commercialized Buildings Sold,3058.31,27.71,178.18,0.155516893
36.67,Guangxi,2020/02,Commercialized Residential Buildings Sold,357.32,,23.24,
81.05,Guangxi,2020/03,Commercialized Residential Buildings Sold,897.45,44.38,540.13,0.082165405
98.56,Guangxi,2020/04,Commercialized Residential Buildings Sold,1336.85,17.51,439.4,0.039849795
124.77,Guangxi,2020/05,Commercialized Residential Buildings Sold,1835.74,26.21,498.89,0.052536631
173.9,Guangxi,2020/06,Commercialized Residential Buildings Sold,2591.86,49.13,756.12,0.064976459
196.11,Guangxi,2020/07,Commercialized Residential Buildings Sold,2970.63,22.21,378.77,0.058637168
218.93,Guangxi,2020/08,Commercialized Residential Buildings Sold,3381.66,22.82,411.03,0.055519062
274.29,Guangxi,2020/09,Commercialized Residential Buildings Sold,3932.25,55.36,550.59,0.100546686
314.06,Guangxi,2020/10,Commercialized Residential Buildings Sold,4488.42,39.77,556.17,0.071506913
361.28,Guangxi,2020/11,Commercialized Residential Buildings Sold,5051.91,47.22,563.49,0.08379918
437.46,Guangxi,2020/12,Commercialized Residential Buildings Sold,6007.45,76.18,955.54,0.079724554
,Guangxi,2021/01,Commercialized Residential Buildings Sold,,,,
38.46,Guangxi,2021/02,Commercialized Residential Buildings Sold,550.77,,,
82.6,Guangxi,2021/03,Commercialized Residential Buildings Sold,1164.89,44.14,614.12,0.071875204
100.68,Guangxi,2021/04,Commercialized Residential Buildings Sold,1559.49,18.08,394.6,0.04581855
137.97,Guangxi,2021/05,Commercialized Residential Buildings Sold,2089.87,37.29,530.38,0.070308081
201.4,Guangxi,2021/06,Commercialized Residential Buildings Sold,2756.82,63.43,666.95,0.095104581
217.29,Guangxi,2021/07,Commercialized Residential Buildings Sold,3049.99,15.89,293.17,0.054200634
233.5,Guangxi,2021/08,Commercialized Residential Buildings Sold,3349.78,16.21,299.79,0.054071183
303.76,Guangxi,2021/09,Commercialized Residential Buildings Sold,3869.47,70.26,519.69,0.135195982
349.84,Guangxi,2021/10,Commercialized Residential Buildings Sold,4267.56,46.08,398.09,0.115752719
382.68,Guangxi,2021/11,Commercialized Residential Buildings Sold,4667.08,32.84,399.52,0.082198638
434.4,Guangxi,2021/12,Commercialized Residential Buildings Sold,5281.5,51.72,614.42,0.084176947
,Guangxi,2022/01,Commercialized Residential Buildings Sold,,,,
58.11,Guangxi,2022/02,Commercialized Residential Buildings Sold,530.42,,,
105.45,Guangxi,2022/03,Commercialized Residential Buildings Sold,951.85,47.34,421.43,0.112331823
134.89,Guangxi,2022/04,Commercialized Residential Buildings Sold,1194.44,29.44,242.59,0.121357022
170.23,Guangxi,2022/05,Commercialized Residential Buildings Sold,1531.72,35.34,337.28,0.104779412
261.54,Guangxi,2022/06,Commercialized Residential Buildings Sold,2013.11,91.31,481.39,0.189679885
279.1,Guangxi,2022/07,Commercialized Residential Buildings Sold,2171.2,17.56,158.09,0.111075969
297.41,Guangxi,2022/08,Commercialized Residential Buildings Sold,2328.02,18.31,156.82,0.116758067
36.08,Guizhou,2020/02,Commercialized Buildings Sold,383.51,,,
85.34,Guizhou,2020/03,Commercialized Buildings Sold,903.71,49.26,520.2,0.094694348
108.08,Guizhou,2020/04,Commercialized Buildings Sold,1298.41,22.74,394.7,0.057613377
136.57,Guizhou,2020/05,Commercialized Buildings Sold,1732.43,28.49,434.02,0.065642136
176.3,Guizhou,2020/06,Commercialized Buildings Sold,2384.25,39.73,651.82,0.06095241
197.25,Guizhou,2020/07,Commercialized Buildings Sold,2805.35,20.95,421.1,0.049750653
216.25,Guizhou,2020/08,Commercialized Buildings Sold,3300.12,19,494.77,0.038401682
241.68,Guizhou,2020/09,Commercialized Buildings Sold,3834.38,25.43,534.26,0.047598548
278.35,Guizhou,2020/10,Commercialized Buildings Sold,4387.83,36.67,553.45,0.066257114
317.77,Guizhou,2020/11,Commercialized Buildings Sold,4968.57,39.42,580.74,0.067878913
345.27,Guizhou,2020/12,Commercialized Buildings Sold,5552.51,27.5,583.94,0.04709388
,Guizhou,2021/01,Commercialized Buildings Sold,,,,
62.87,Guizhou,2021/02,Commercialized Buildings Sold,659.9,,,
109.72,Guizhou,2021/03,Commercialized Buildings Sold,1271.38,46.85,611.48,0.076617387
141.68,Guizhou,2021/04,Commercialized Buildings Sold,1676.45,31.96,405.07,0.078899943
178.21,Guizhou,2021/05,Commercialized Buildings Sold,2142.22,36.53,465.77,0.078429268
225.36,Guizhou,2021/06,Commercialized Buildings Sold,2701.42,47.15,559.2,0.084316881
246.13,Guizhou,2021/07,Commercialized Buildings Sold,3044.52,20.77,343.1,0.060536287
284,Guizhou,2021/08,Commercialized Buildings Sold,3459.5,37.87,414.98,0.09125741
317.71,Guizhou,2021/09,Commercialized Buildings Sold,3889.59,33.71,430.09,0.078378944
368.61,Guizhou,2021/10,Commercialized Buildings Sold,4437.9,50.9,548.31,0.092830698
418.95,Guizhou,2021/11,Commercialized Buildings Sold,4981.68,50.34,543.78,0.092574203
454.55,Guizhou,2021/12,Commercialized Buildings Sold,5585.99,35.6,604.31,0.058910162
,Guizhou,2022/01,Commercialized Buildings Sold,,,,
74.64,Guizhou,2022/02,Commercialized Buildings Sold,685.76,,,
128.04,Guizhou,2022/03,Commercialized Buildings Sold,1134.07,53.4,448.31,0.119114006
145.43,Guizhou,2022/04,Commercialized Buildings Sold,1415.18,17.39,281.11,0.061861905
176.88,Guizhou,2022/05,Commercialized Buildings Sold,1741.61,31.45,326.43,0.096345311
216.74,Guizhou,2022/06,Commercialized Buildings Sold,2181.31,39.86,439.7,0.090652718
235.08,Guizhou,2022/07,Commercialized Buildings Sold,2383.53,18.34,202.22,0.090693304
280.16,Guizhou,2022/08,Commercialized Buildings Sold,2609.48,45.08,225.95,0.199513167
24.9,Guizhou,2020/02,Commercialized Residential Buildings Sold,335.54,,,
51.8,Guizhou,2020/03,Commercialized Residential Buildings Sold,777.49,26.9,441.95,0.060866614
69.62,Guizhou,2020/04,Commercialized Residential Buildings Sold,1135.71,17.82,358.22,0.049745966
83.55,Guizhou,2020/05,Commercialized Residential Buildings Sold,1512.51,13.93,376.8,0.036969214
100.95,Guizhou,2020/06,Commercialized Residential Buildings Sold,2077.57,17.4,565.06,0.03079319
114.97,Guizhou,2020/07,Commercialized Residential Buildings Sold,2456.59,14.02,379.02,0.036990132
126.73,Guizhou,2020/08,Commercialized Residential Buildings Sold,2907.72,11.76,451.13,0.026067874
143.89,Guizhou,2020/09,Commercialized Residential Buildings Sold,3387.24,17.16,479.52,0.035785786
168.65,Guizhou,2020/10,Commercialized Residential Buildings Sold,3891.71,24.76,504.47,0.049081214
189.17,Guizhou,2020/11,Commercialized Residential Buildings Sold,4407,20.52,515.29,0.039822236
205.37,Guizhou,2020/12,Commercialized Residential Buildings Sold,4929.93,16.2,522.93,0.03097929
,Guizhou,2021/01,Commercialized Residential Buildings Sold,,,,
52.47,Guizhou,2021/02,Commercialized Residential Buildings Sold,608.57,,,
79.64,Guizhou,2021/03,Commercialized Residential Buildings Sold,1143.64,27.17,535.07,0.050778403
101.46,Guizhou,2021/04,Commercialized Residential Buildings Sold,1501.48,21.82,357.84,0.060976973
126.08,Guizhou,2021/05,Commercialized Residential Buildings Sold,1917.31,24.62,415.83,0.059206887
156.97,Guizhou,2021/06,Commercialized Residential Buildings Sold,2395.5,30.89,478.19,0.064597754
169.9,Guizhou,2021/07,Commercialized Residential Buildings Sold,2703.26,12.93,307.76,0.042013257
192.68,Guizhou,2021/08,Commercialized Residential Buildings Sold,3059.06,22.78,355.8,0.064024733
211.21,Guizhou,2021/09,Commercialized Residential Buildings Sold,3427.41,18.53,368.35,0.050305416
250.49,Guizhou,2021/10,Commercialized Residential Buildings Sold,3916.31,39.28,488.9,0.080343629
278.56,Guizhou,2021/11,Commercialized Residential Buildings Sold,4364.62,28.07,448.31,0.062612924
299.24,Guizhou,2021/12,Commercialized Residential Buildings Sold,4825.53,20.68,460.91,0.044867762
,Guizhou,2022/01,Commercialized Residential Buildings Sold,,,,
56.8,Guizhou,2022/02,Commercialized Residential Buildings Sold,588.31,,,
95.64,Guizhou,2022/03,Commercialized Residential Buildings Sold,983,38.84,394.69,0.098406344
105.74,Guizhou,2022/04,Commercialized Residential Buildings Sold,1222.45,10.1,239.45,0.042179996
128.88,Guizhou,2022/05,Commercialized Residential Buildings Sold,1506.2,23.14,283.75,0.081550661
151.86,Guizhou,2022/06,Commercialized Residential Buildings Sold,1893.94,22.98,387.74,0.059266519
163.64,Guizhou,2022/07,Commercialized Residential Buildings Sold,2076.55,11.78,182.61,0.064509063
192.15,Guizhou,2022/08,Commercialized Residential Buildings Sold,2275.27,28.51,198.72,0.143468196
7.13,Hainan,2020/02,Commercialized Buildings Sold,59.53,,,
13.46,Hainan,2020/03,Commercialized Buildings Sold,101.71,6.33,42.18,0.150071124
21.52,Hainan,2020/04,Commercialized Buildings Sold,141.91,8.06,40.2,0.200497512
